GeneID	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	PD_1	PD_2	PD_3	PD_4	PD_5	PD_6	PD_7	PD_8
GOT2	15.01091549	28.30591058	25.15939337	20.3424817	12.56391763	3.977188288	29.65536116	13.60262024	29.15189806	23.52208553	27.30835736	29.35090405	32.39950286	13.43286376
GPAA1	1.699348924	0	6.940522308	4.910254204	5.025567053	15.90875315	1.560808482	0	23.85155296	36.18782389	8.068378311	9.783634684	18.17533087	13.43286376
GPALPP1	39.08502525	22.01570823	31.23235038	22.44687636	20.10226821	0	29.65536116	20.40393036	2.650172551	37.99721509	11.79224522	11.74036162	24.49718509	0
GPAM	27.75603242	17.82224	31.23235038	15.4322275	15.91429567	7.954376576	16.38848906	36.27365397	2.650172551	0	24.51545718	13.04484624	12.64370843	69.40312942
GPAT3	0	0	0	0	10.05113411	0	7.804042411	0	0	34.3784327	0.310322243	3.261211561	0	0
GPAT4	17.27671406	9.435303528	27.76208923	5.611719091	19.2646737	11.93156486	24.19253148	34.0065506	15.90103531	27.14086792	14.58514541	10.435877	24.49718509	0
GPATCH1	3.965147489	0	0	0	11.72632312	0	14.82768058	0	0	0	1.861933456	9.131392371	5.53162244	0
GPATCH11	19.2592878	19.91897411	18.21887106	25.25273591	22.61505174	11.93156486	30.4357654	0	0	0	11.17160074	17.61054243	10.2730131	0
GPATCH2	6.514170875	0	6.940522308	16.83515727	0	0	14.04727634	0	0	0	7.137411583	4.565696186	0	0
GPATCH2L	86.10034548	56.61182117	122.3267057	79.26553215	59.46921013	47.72625946	88.96608349	86.14992818	53.00345102	135.7043396	76.02894947	82.83477366	76.65248238	92.910641
GPATCH3	3.681922669	1.048367059	3.470261154	0	0	0	0	0	18.55120786	0	2.482577942	0	0	0
GPATCH4	8.49674462	0	0	0.701464886	24.29024076	25.85172387	12.48646786	6.801310119	0	0	0.620644485	3.261211561	1.580463554	35.82097002
GPATCH8	52.96304146	39.83794823	50.31878673	53.31133136	31.82859133	17.8973473	72.57759443	56.67758433	79.50517653	57.90051823	46.54833641	24.78520787	30.02880753	19.02989032
GPBP1	41.35082382	30.4026447	19.95400163	32.26738477	10.88872861	15.90875315	53.84789264	13.60262024	66.25431378	0	32.89415773	34.56884255	37.9311253	3.35821594
GPBP1L1	50.6972429	34.59611293	31.23235038	42.78935807	10.88872861	47.72625946	59.31072233	40.80786071	15.90103531	77.80382137	44.06575847	28.04641943	15.80463554	25.7463222
GPC1	30.30505581	37.74121411	37.3053074	29.46152523	34.34137486	17.8973473	31.99657389	45.34206746	39.75258827	30.75965031	18.30901232	9.783634684	30.81903931	0
GPC2	0	0	0	0	2.512783526	0	7.804042411	0	0	0	1.861933456	3.913453873	0	0
GPC4	0	8.386936469	1.735130577	5.611719091	0	0	10.14525513	15.86972361	0	0	9.930311768	11.08811931	8.692549548	0
GPC5	3.681922669	8.386936469	0.867565288	2.805859545	0	0	2.341212723	0	0	0	2.792900185	0.652242312	11.06324488	0
GPC5-IT1	3.115473027	0	0	0	3.350378035	0	0	0	7.950517653	0	2.172255699	0	0	0
GPC6	1.416124103	9.435303528	7.808087596	0	0	0	10.92565938	13.60262024	0	0	4.344511398	1.304484624	8.692549548	0
GPCPD1	27.4728076	34.59611293	133.6050544	41.38642829	41.04213093	45.73766531	23.41212723	6.801310119	58.30379612	0	19.86062354	21.5239963	11.06324488	22.38810626
GPD1	2.549023386	11.53203764	6.940522308	21.04394659	36.01656388	17.8973473	13.2668721	0	5.300345102	0	0.930966728	3.261211561	0	3.35821594
GPD1L	18.40961334	17.82224	12.14591404	7.71611375	4.187972544	0	32.77697813	18.13682698	2.650172551	0	25.44642391	28.04641943	36.35066175	19.02989032
GPD2	19.54251263	22.01570823	28.62965452	12.62636795	3.350378035	45.73766531	12.48646786	11.33551687	71.55465888	16.28452075	17.68836784	13.69708856	39.51158886	7.835837193
GPER1	2.549023386	4.193468234	7.808087596	0	4.187972544	0	0	0	0	18.09391195	4.034189156	1.956726937	0	0
GPHN	12.17866729	9.435303528	23.42426279	11.22343818	3.350378035	0	17.94929755	15.86972361	34.45224316	7.237564779	11.17160074	19.56726937	0	38.05978065
GPI	40.78437418	12.5804047	41.64313385	23.84980613	87.94742343	57.66923018	41.36142478	70.28020456	63.60414123	18.09391195	37.23866913	31.9598733	32.39950286	86.19420912
GPIHBP1	22.09153601	14.67713882	23.42426279	18.93955193	5.863161562	39.77188288	2.341212723	45.34206746	15.90103531	0	11.79224522	9.783634684	0	16.7910797
GPKOW	14.72769067	3.145101176	0	0	5.025567053	3.977188288	0	2.267103373	0	18.09391195	0.620644485	3.261211561	12.64370843	0
GPLD1	5.381271593	3.145101176	3.470261154	0.701464886	22.61505174	15.90875315	6.243233929	0	39.75258827	7.237564779	12.10256747	9.131392371	26.86788042	15.67167439
GPM6A	62.30946055	105.8850729	34.70261154	36.47617409	23.45264625	5.965782432	105.3545726	36.27365397	18.55120786	27.14086792	54.92703697	73.70338128	28.44834398	36.94037534
GPM6B	510.087902	668.8581834	543.0958706	844.5637231	347.6017212	395.7302347	341.8170576	963.5189335	320.6708787	246.0772025	634.6089864	384.8229642	277.3713538	350.373863
GPN1	1.699348924	8.386936469	0	0	0	15.90875315	0	0	2.650172551	0	1.241288971	0	17.3850991	12.31345845
GPN2	15.29414032	20.96734117	5.205391731	15.4322275	41.87972544	13.92015901	26.5337442	18.13682698	0	21.71269434	15.82643438	7.826907747	19.75579443	4.477621253
GPN3	0.283224821	0	4.337826442	7.014648863	0	0	0	0	0	9.046955973	3.103222427	10.435877	2.370695331	0
GPNMB	3.115473027	8.386936469	13.01347933	8.417578636	11.72632312	0	23.41212723	6.801310119	26.50172551	16.28452075	8.378700554	16.95830012	41.88228419	17.91048501
GPR101	0	0	0	0	5.863161562	0	7.804042411	0	0	0	1.241288971	9.131392371	3.951158886	0
GPR107	43.61662238	73.3856941	32.09991567	54.01279625	67.84515521	83.52095405	58.53031809	27.20524048	95.40621184	54.28173584	53.99607024	47.61368879	62.42831039	61.56729223
GPR108	3.965147489	0	12.14591404	7.71611375	0	35.79469459	3.121616965	0	31.80207061	14.47512956	2.482577942	5.217938498	2.370695331	24.62691689
GPR12	7.363845337	0	0	0	5.863161562	0	0	0	10.6006902	14.47512956	4.965155884	0.652242312	0	0
GPR132	1.132899283	0	3.470261154	0	3.350378035	1.988594144	0	4.534206746	0	0	2.172255699	3.261211561	0	0
GPR135	6.797395696	27.25754352	7.808087596	1.402929773	6.70075607	11.93156486	7.804042411	0	0	0	8.689022797	11.74036162	3.951158886	25.7463222
GPR137	2.265798565	10.48367059	19.08643635	12.62636795	21.77745723	0	21.07091451	6.801310119	15.90103531	0	6.516767098	5.87018081	15.80463554	21.26870095
GPR137B	26.33990832	11.53203764	31.23235038	9.820508408	19.2646737	9.94297072	0	0	10.6006902	5.428173584	20.48126802	16.30605781	1.580463554	4.477621253
GPR137C	9.063194261	20.96734117	6.072957019	21.74541148	0	0	31.21616965	0	45.05293337	0	13.96450092	22.17623862	23.70695331	6.716431879
GPR139	0	0	3.470261154	0	0	0	0	0	0	12.66573836	2.482577942	3.913453873	11.06324488	0
GPR141	0	5.241835293	0.867565288	0	5.025567053	0	3.121616965	0	0	0	3.103222427	4.565696186	0	0
GPR146	4.814821951	0	17.35130577	8.417578636	5.863161562	7.954376576	0	0	0	0	2.792900185	1.956726937	4.741390663	21.26870095
GPR149	0	0	0	0	0	0	3.902021206	0	0	16.28452075	0.310322243	6.522423122	0	7.835837193
GPR153	2.549023386	6.290202352	0.867565288	3.507324432	19.2646737	0	6.243233929	0	0	9.046955973	0.310322243	13.04484624	5.53162244	0
GPR155	27.75603242	4.193468234	13.88104462	13.32783284	16.75189018	0	58.53031809	29.47234385	10.6006902	3.618782389	22.03287924	22.82848093	37.9311253	0
GPR156	0	10.48367059	0	0	7.538350579	0	3.121616965	0	0	0	0.930966728	0	0	0
GPR157	4.814821951	2.096734117	2.602695865	0	0	0	0	0	0	0	0.620644485	5.217938498	0	0
GPR158	9.063194261	23.06407529	2.602695865	14.73076261	13.40151214	0	39.8006163	52.14337758	0	30.75965031	12.10256747	5.87018081	8.692549548	0
GPR160	2.265798565	0	0	9.820508408	0	0	4.682425447	0	0	0	2.792900185	0	0	0
GPR161	7.930294978	17.82224	5.205391731	13.32783284	13.40151214	11.93156486	11.70606362	0	18.55120786	30.75965031	6.516767098	11.74036162	36.35066175	0
GPR162	2.549023386	0	0	0	16.75189018	0	6.243233929	0	5.300345102	3.618782389	6.516767098	5.87018081	0	20.14929564
GPR17	0	14.67713882	0	0	0.837594509	0	0	0	13.25086276	0	8.689022797	0.652242312	0	0
GPR173	5.947721234	16.77387294	1.735130577	3.507324432	22.61505174	0	7.02363817	0	2.650172551	14.47512956	8.99934504	3.261211561	1.580463554	8.955242506
GPR176	8.77996944	3.145101176	0	0.701464886	1.675189018	3.977188288	9.364850894	0	10.6006902	19.90330314	5.585800369	4.565696186	10.2730131	0
GPR180	16.14381478	14.67713882	11.27834875	13.32783284	15.91429567	0	3.121616965	0	18.55120786	14.47512956	6.82708934	19.56726937	19.75579443	21.26870095
GPR183	3.115473027	0	0	0	0	0	0	13.60262024	5.300345102	0	0	9.783634684	14.22417199	0
GPR19	0	0	0	2.104394659	0	0	4.682425447	0	0	0	2.792900185	3.261211561	0	0
GPR21	1.699348924	3.145101176	0	2.104394659	0	0	0	0	0	16.28452075	1.861933456	0	0	0
GPR26	4.531597131	14.67713882	0	0	0	0	20.29051027	9.068413492	10.6006902	32.5690415	10.24063401	13.69708856	5.53162244	0
GPR27	12.74511693	3.145101176	2.602695865	5.611719091	7.538350579	0	8.584446653	0	13.25086276	10.85634717	4.034189156	6.522423122	5.53162244	0
GPR34	3.965147489	1.048367059	6.940522308	2.805859545	9.213539597	0	22.63172299	18.13682698	0	10.85634717	15.20578989	36.52556949	51.36506551	47.01502316
GPR35	2.832248207	0	1.735130577	2.805859545	15.07670116	0	7.02363817	0	26.50172551	0	1.551611214	0	3.951158886	0
GPR37	40.50114935	46.12815058	45.98096029	86.9816459	45.23010348	57.66923018	17.94929755	65.74599782	60.95396868	94.08834212	70.13282686	41.09126567	44.25297952	83.95539849
GPR37L1	90.06549297	61.85365646	81.55113712	61.02744511	86.27223441	137.2129959	46.82425447	13.60262024	15.90103531	97.70712451	41.58318053	21.5239963	27.6581122	32.46275408
GPR4	6.797395696	29.35427764	0	17.53662216	34.34137486	31.8175063	20.29051027	4.534206746	15.90103531	25.33147673	3.723866913	18.26278474	29.23857575	21.26870095
GPR52	0	0	6.940522308	3.507324432	0	0	0	0	0	0	2.482577942	3.913453873	0	10.07464782
GPR61	1.132899283	0	5.205391731	0	0	0	4.682425447	0	0	10.85634717	0.310322243	0	0.790231777	0
GPR62	0	0	5.205391731	0.701464886	7.538350579	0	0	0	10.6006902	19.90330314	5.275478127	1.304484624	0.790231777	5.597026566
GPR63	6.514170875	0	0	3.507324432	0	0	26.5337442	13.60262024	0	0	8.689022797	4.565696186	0	0
GPR65	0	0	0	0	10.88872861	0	3.902021206	0	7.950517653	0	2.482577942	1.956726937	5.53162244	0
GPR75	23.79088494	12.5804047	10.41078346	16.83515727	30.15340232	49.7148536	0	9.068413492	39.75258827	21.71269434	12.10256747	11.08811931	0	0
GPR83	5.947721234	0	0	0	0	0	8.584446653	0	0	9.046955973	8.99934504	1.956726937	0	0
GPR85	1.699348924	14.67713882	5.205391731	2.104394659	4.187972544	0	26.5337442	9.068413492	0	0	7.137411583	4.565696186	17.3850991	23.50751158
GPR89A	5.664496413	0	1.735130577	0	5.863161562	0	0	0	7.950517653	0	1.861933456	5.217938498	0	0
GPR89B	0	0	0	0	0	0	2.341212723	0	0	14.47512956	1.551611214	3.913453873	0	0
GPRASP1	32.00440473	29.35427764	31.23235038	5.611719091	25.96542977	29.82891216	60.87153081	38.54075734	23.85155296	30.75965031	18.61933456	39.13453873	22.91672154	21.26870095
GPRASP2	5.098046772	4.193468234	0	4.208789318	15.07670116	0	54.62829688	0	7.950517653	14.47512956	6.82708934	17.61054243	3.160927109	0
GPRC5A	9.063194261	0	6.072957019	7.71611375	0	11.93156486	11.70606362	13.60262024	21.20138041	52.47234465	0	1.956726937	27.6581122	7.835837193
GPRC5B	386.6018802	326.0421552	308.8532427	298.1225767	310.7475628	348.0039752	223.9760172	401.277297	278.2681179	374.5439773	346.0093007	214.5877207	233.1183743	319.0305143
GPRC5C	0	0	12.14591404	1.402929773	9.213539597	13.92015901	13.2668721	4.534206746	0	0	4.965155884	7.826907747	1.580463554	0
GPRIN1	3.398697848	0	0	0.701464886	46.90529249	0	30.4357654	0	0	18.09391195	7.758056069	1.304484624	3.951158886	0
GPRIN3	26.33990832	22.01570823	16.48374048	30.16299011	25.96542977	0	31.99657389	0	15.90103531	12.66573836	34.75609119	62.61526198	48.2041384	30.22394346
GPS1	10.19609354	3.145101176	19.95400163	9.119043522	0	11.93156486	10.14525513	13.60262024	7.950517653	0	7.137411583	3.913453873	17.3850991	26.86572752
GPSM1	3.115473027	11.53203764	10.41078346	6.313183977	1.675189018	11.93156486	13.2668721	43.07496409	7.950517653	41.61599748	14.27482317	14.34933087	20.54602621	22.38810626
GPSM2	73.63845337	79.67589645	75.4781801	65.93769931	40.20453642	11.93156486	43.7026375	45.34206746	31.80207061	74.18503898	56.78897042	30.00314636	59.26738328	50.3732391
GPT2	24.07410976	42.9830494	35.57017683	9.820508408	42.71731995	69.60079504	14.82768058	29.47234385	23.85155296	16.28452075	26.06706839	15.00157318	6.321854217	19.02989032
GPX1	14.44446585	0	4.337826442	13.32783284	0	0	11.70606362	0	7.950517653	25.33147673	8.378700554	5.87018081	0	14.55226907
GPX3	7.930294978	20.96734117	28.62965452	7.014648863	50.25567053	7.954376576	22.63172299	49.87627421	0	0	17.99869008	9.783634684	18.17533087	4.477621253
GPX4	14.72769067	6.290202352	11.27834875	13.32783284	21.77745723	51.70344774	16.38848906	2.267103373	21.20138041	28.95025911	21.72255699	15.00157318	11.06324488	5.597026566
GPX7	0	4.193468234	0	0	0	0	0	0	0	0	2.482577942	2.608969249	2.370695331	0
GRAMD1A	14.44446585	7.33856941	3.470261154	3.507324432	15.07670116	9.94297072	12.48646786	0	23.85155296	7.237564779	21.41223475	9.131392371	19.75579443	33.5821594
GRAMD1B	41.067599	41.93468234	33.83504625	8.417578636	92.13539597	11.93156486	31.21616965	29.47234385	63.60414123	61.51930062	40.6522138	56.09283885	47.41390663	68.28372411
GRAMD1C	16.14381478	14.67713882	17.35130577	3.507324432	0.837594509	15.90875315	0	13.60262024	7.950517653	0	10.8612785	15.65381549	3.951158886	11.19405313
GRAMD2A	0	0	7.808087596	0	9.213539597	0	0	13.60262024	5.300345102	0	0.930966728	13.04484624	0	10.07464782
GRAMD2B	29.45538135	68.14385881	21.68913221	20.3424817	63.65718267	27.84031802	21.07091451	13.60262024	18.55120786	65.13808301	35.37673567	28.04641943	15.80463554	26.86572752
GRAMD4	8.77996944	51.36998587	10.41078346	8.417578636	15.07670116	23.86312973	3.121616965	2.267103373	10.6006902	28.95025911	17.06772335	3.261211561	20.54602621	16.7910797
GRAP	0	5.241835293	3.470261154	3.507324432	11.72632312	0	0	0	0	0	2.792900185	0	1.580463554	2.238810626
GRB10	37.66890115	67.09549175	54.65661317	44.89375272	45.23010348	17.8973473	51.50667992	20.40393036	92.75603929	94.08834212	65.16767098	47.61368879	56.10645618	88.43301975
GRB2	24.07410976	51.36998587	47.71609087	26.65566568	57.79402111	41.76047702	39.8006163	34.0065506	18.55120786	50.66295345	29.48061306	58.7018081	58.47715151	50.3732391
GREB1	18.69283816	8.386936469	0	9.820508408	5.025567053	0	35.89859509	9.068413492	2.650172551	7.237564779	9.619989525	16.95830012	4.741390663	3.35821594
GREB1L	10.47931836	4.193468234	5.205391731	0	8.375945088	11.93156486	7.02363817	0	37.10241572	16.28452075	10.24063401	11.74036162	5.53162244	23.50751158
GREM2	3.681922669	0	0	0	0	0	0	0	0	16.28452075	4.034189156	7.174665435	0.790231777	0
GRHL1	4.24837231	5.241835293	0	0	0	9.94297072	0	11.33551687	0	0	0.930966728	0	0	0
GRHPR	23.22443529	12.5804047	5.205391731	5.611719091	1.675189018	19.88594144	29.65536116	36.27365397	10.6006902	0	16.44707887	30.00314636	3.160927109	25.7463222
GRIA1	7.647070158	0	11.27834875	0	2.512783526	0	34.33778661	0	50.35327847	72.37564779	9.309667282	30.00314636	30.02880753	0
GRIA2	35.40310258	41.93468234	29.49721981	47.69961227	54.44364307	0	79.6012326	68.01310119	23.85155296	32.5690415	89.06248367	33.26435792	27.6581122	4.477621253
GRIA3	10.47931836	7.33856941	6.940522308	4.910254204	13.40151214	11.93156486	7.804042411	20.40393036	15.90103531	41.61599748	10.8612785	12.39260393	11.85347666	2.238810626
GRIA4	30.87150545	30.4026447	12.14591404	16.13369239	15.91429567	7.954376576	63.99314777	20.40393036	66.25431378	43.42538867	35.68705792	42.3957503	8.692549548	14.55226907
GRID1	32.8540792	30.4026447	19.08643635	25.25273591	32.66618584	55.68063603	0	0	18.55120786	50.66295345	18.92965681	15.00157318	8.692549548	12.31345845
GRID2	6.797395696	12.5804047	3.470261154	1.402929773	0	0	0	0	2.650172551	0	10.55095625	15.65381549	20.54602621	5.597026566
GRIK1	3.398697848	0	0	9.820508408	0	7.954376576	2.341212723	0	2.650172551	0	1.861933456	7.826907747	4.741390663	0
GRIK2	28.03925725	17.82224	6.940522308	11.92490307	3.350378035	0	31.21616965	0	7.950517653	9.046955973	29.48061306	22.17623862	0	5.597026566
GRIK3	14.72769067	26.20917647	10.41078346	2.805859545	25.96542977	0	17.16889331	0	58.30379612	36.18782389	16.44707887	19.56726937	22.91672154	0
GRIK4	5.947721234	0	5.205391731	22.44687636	0	0	3.902021206	0	63.60414123	16.28452075	7.137411583	23.48072324	0.790231777	8.955242506
GRIK5	0	3.145101176	17.35130577	11.92490307	11.72632312	0	17.94929755	22.67103373	0	3.618782389	12.10256747	8.479150059	15.80463554	33.5821594
GRIN1	25.77345868	39.83794823	9.543218173	18.23808704	38.52934741	1.988594144	64.77355201	31.73944722	100.7065569	189.9860754	41.89350277	59.35405041	30.02880753	0
GRIN2A	10.47931836	29.35427764	13.01347933	13.32783284	30.15340232	0	63.99314777	63.47889444	39.75258827	54.28173584	26.68771288	31.9598733	14.22417199	15.67167439
GRIN2B	59.19398752	30.4026447	18.21887106	16.13369239	59.46921013	0	99.11133863	63.47889444	143.1093178	123.0386012	66.09863771	58.7018081	116.954303	14.55226907
GRIN2C	10.47931836	9.435303528	0	4.208789318	9.213539597	19.88594144	0	0	23.85155296	10.85634717	4.654833641	9.783634684	0	12.31345845
GRIN2D	7.930294978	0	0.867565288	2.805859545	7.538350579	1.988594144	2.341212723	0	0	0	5.896122612	10.435877	0	0
GRIN3A	5.947721234	0	0	0	0	0	7.02363817	2.267103373	2.650172551	23.52208553	2.172255699	8.479150059	3.951158886	0
GRINA	47.58176987	56.61182117	10.41078346	30.16299011	91.29780146	45.73766531	21.07091451	36.27365397	100.7065569	0	46.54833641	25.43745018	52.94552907	61.56729223
GRIP1	11.04576801	0	0	0	0	0	6.243233929	0	0	1.809391195	6.516767098	5.87018081	0	3.35821594
GRIP2	5.664496413	2.096734117	0	7.014648863	14.23910665	0	0	0	7.950517653	14.47512956	6.82708934	12.39260393	5.53162244	13.43286376
GRIPAP1	16.71026442	30.4026447	27.76208923	16.83515727	15.07670116	35.79469459	44.48304175	0	13.25086276	14.47512956	20.17094578	18.26278474	36.35066175	16.7910797
GRK2	18.97606298	26.20917647	32.96748096	8.417578636	40.20453642	9.94297072	24.97293572	0	23.85155296	32.5690415	13.65417868	23.48072324	42.67251596	12.31345845
GRK3	42.20049828	30.4026447	14.7486099	25.25273591	44.39250897	27.84031802	54.62829688	11.33551687	55.65362357	28.95025911	27.30835736	63.9197466	52.94552907	71.64194005
GRK4	9.063194261	14.67713882	1.735130577	2.104394659	14.23910665	0	0	0	0	0	12.41288971	9.783634684	9.482781326	20.14929564
GRK5	3.115473027	7.33856941	11.27834875	2.104394659	16.75189018	21.87453558	18.72970179	9.068413492	0	41.61599748	6.516767098	4.565696186	5.53162244	0
GRK5-IT1	0	0	5.205391731	4.910254204	5.025567053	0	0	0	0	0	2.792900185	0.652242312	0	0
GRK6	1.699348924	5.241835293	8.675652885	0	0	25.85172387	3.902021206	0	0	0	3.103222427	5.87018081	0	0
GRM1	11.89544247	0	0	0	10.05113411	0	0	2.267103373	21.20138041	3.618782389	8.99934504	9.131392371	4.741390663	11.19405313
GRM2	0	0	0	8.417578636	0	0	10.92565938	49.87627421	5.300345102	14.47512956	0.930966728	0	0	0
GRM3	32.8540792	32.49937882	27.76208923	23.14834125	37.6917529	29.82891216	16.38848906	4.534206746	34.45224316	1.809391195	25.13610166	19.56726937	4.741390663	59.3284816
GRM3-AS1	0	0	0	2.104394659	4.187972544	0	8.584446653	0	7.950517653	14.47512956	0	0	0.790231777	0
GRM4	9.063194261	10.48367059	0	4.910254204	25.12783526	0	29.65536116	0	18.55120786	10.85634717	2.172255699	26.7419348	17.3850991	7.835837193
GRM5	10.76254319	13.62877176	0	5.611719091	20.10226821	0	21.85131875	4.534206746	0	75.99443018	23.58449045	23.48072324	17.3850991	0
GRM7	9.629643902	2.096734117	0	4.208789318	1.675189018	0	5.462829688	0	10.6006902	7.237564779	15.20578989	10.435877	3.951158886	0
GRM8	4.814821951	12.5804047	0	5.611719091	0	0	15.60808482	0	18.55120786	0	7.137411583	15.65381549	10.2730131	31.34334877
GRN	8.77996944	6.290202352	4.337826442	8.417578636	35.17896937	9.94297072	25.75333996	0	21.20138041	12.66573836	23.58449045	15.00157318	34.77019819	0
GRPEL1	3.398697848	4.193468234	6.072957019	2.805859545	1.675189018	0	10.14525513	0	10.6006902	3.618782389	3.723866913	8.479150059	0	7.835837193
GRPEL2	6.797395696	15.72550588	3.470261154	8.417578636	9.213539597	5.965782432	8.584446653	11.33551687	7.950517653	70.56625659	18.30901232	3.913453873	23.70695331	4.477621253
GRPR	0	0	0	2.104394659	0	0	0	0	0	0	0.620644485	4.565696186	0	4.477621253
GRSF1	35.40310258	63.95039058	56.39174375	52.60986647	32.66618584	39.77188288	88.96608349	56.67758433	21.20138041	54.28173584	42.20382501	54.78835423	38.72135708	55.97026566
GRWD1	6.514170875	18.87060706	32.96748096	2.805859545	0.837594509	13.92015901	15.60808482	2.267103373	21.20138041	28.95025911	5.275478127	7.174665435	7.112085994	19.02989032
GSAP	19.54251263	2.096734117	16.48374048	19.64101682	0	13.92015901	5.462829688	0	21.20138041	12.66573836	15.20578989	12.39260393	0.790231777	20.14929564
GSDMB	12.46189211	0	4.337826442	9.820508408	8.375945088	0	5.462829688	0	5.300345102	21.71269434	3.41354467	8.479150059	4.741390663	27.98513283
GSDME	7.647070158	1.048367059	3.470261154	9.820508408	10.05113411	0	36.67899933	29.47234385	0	12.66573836	10.55095625	1.304484624	18.96556265	0
GSE1	12.17866729	8.386936469	15.61617519	10.52197329	17.58948469	19.88594144	17.16889331	22.67103373	42.40276082	18.09391195	14.27482317	33.91660024	41.88228419	1.119405313
GSEC	1.699348924	3.145101176	0	7.014648863	5.025567053	0	0	0	0	0	0.310322243	0	0	0
GSG1L	57.49463859	74.43406116	14.7486099	34.37177943	36.01656388	7.954376576	10.92565938	68.01310119	108.6570746	59.70990942	29.48061306	22.82848093	86.13526371	52.61204972
GSK3A	17.27671406	26.20917647	26.89452394	22.44687636	20.10226821	35.79469459	3.902021206	34.0065506	31.80207061	18.09391195	14.89546765	15.65381549	5.53162244	8.955242506
GSK3B	81.85197317	115.3203764	70.27278837	39.28203363	25.96542977	11.93156486	95.98972166	58.9446877	42.40276082	70.56625659	68.89153789	93.27065065	116.954303	59.3284816
GSKIP	3.681922669	2.096734117	6.072957019	8.417578636	0	17.8973473	0	6.801310119	0	0	7.137411583	11.74036162	0	13.43286376
GSN	99.69513687	119.5138447	185.6589717	140.9944422	183.4331974	246.5856739	146.7159973	149.6288226	111.3072471	94.08834212	102.7166623	97.18410452	154.8854283	80.59718255
GSPT1	35.6863274	49.27325175	41.64313385	40.68496341	52.76845406	61.64641846	75.69921139	70.28020456	18.55120786	57.90051823	35.68705792	22.82848093	50.57483374	54.85086035
GSPT2	5.381271593	0	0	0	0	0	0	0	0	0	2.172255699	11.74036162	14.22417199	0
GSR	8.77996944	29.35427764	28.62965452	0	19.2646737	59.65782432	12.48646786	56.67758433	29.15189806	59.70990942	10.8612785	9.131392371	6.321854217	20.14929564
GSS	1.982573745	9.435303528	5.205391731	0	12.56391763	0	10.92565938	0	0	0	4.034189156	3.261211561	9.482781326	6.716431879
GSTA4	11.61221765	16.77387294	7.808087596	37.87910386	13.40151214	5.965782432	13.2668721	29.47234385	2.650172551	14.47512956	13.96450092	29.35090405	11.85347666	7.835837193
GSTCD	8.49674462	9.435303528	6.940522308	4.910254204	5.863161562	0	4.682425447	0	0	14.47512956	5.585800369	8.479150059	0.790231777	0
GSTK1	8.77996944	2.096734117	0	14.02929773	0	0	0	13.60262024	23.85155296	47.04417106	14.58514541	11.08811931	7.902317771	10.07464782
GSTM2	1.699348924	0	5.205391731	7.71611375	4.187972544	0	4.682425447	11.33551687	0	0	3.41354467	9.783634684	3.160927109	3.35821594
GSTM3	16.71026442	2.096734117	10.41078346	6.313183977	15.91429567	15.90875315	17.16889331	9.068413492	34.45224316	30.75965031	5.896122612	22.82848093	35.56042997	26.86572752
GSTM4	9.912868723	0	22.5566975	2.805859545	20.93986272	39.77188288	7.02363817	0	0	30.75965031	4.654833641	13.04484624	15.80463554	0
GSTM5	0	0	0	0	5.025567053	3.977188288	0	9.068413492	0	0	0	0	0.790231777	0
GSTO1	9.912868723	0	2.602695865	3.507324432	0	17.8973473	0	11.33551687	5.300345102	0	9.309667282	1.304484624	3.160927109	12.31345845
GSTO2	12.46189211	19.91897411	12.14591404	2.104394659	5.863161562	0	11.70606362	0	5.300345102	10.85634717	2.792900185	2.608969249	4.741390663	0
GSTP1	2.832248207	5.241835293	24.29182808	4.208789318	18.42707919	27.84031802	21.85131875	0	10.6006902	43.42538867	6.516767098	22.17623862	15.80463554	5.597026566
GSTT1	2.832248207	0	6.072957019	2.104394659	0	0	3.121616965	0	21.20138041	0	5.585800369	11.74036162	0	29.10453814
GSTZ1	11.61221765	6.290202352	7.808087596	4.208789318	15.91429567	0	9.364850894	0	15.90103531	1.809391195	2.482577942	5.87018081	0	19.02989032
GTDC1	27.18958278	45.07978352	44.24582971	29.46152523	5.025567053	27.84031802	24.19253148	20.40393036	21.20138041	12.66573836	39.72124707	43.70023492	30.02880753	42.5374019
GTF2A1	11.89544247	46.12815058	21.68913221	37.87910386	22.61505174	69.60079504	34.33778661	31.73944722	13.25086276	21.71269434	31.03222427	20.21951168	26.07764865	3.35821594
GTF2A2	8.77996944	13.62877176	2.602695865	2.805859545	25.96542977	0	10.14525513	18.13682698	18.55120786	10.85634717	11.48192298	13.69708856	0	0
GTF2B	5.381271593	2.096734117	6.940522308	2.104394659	0	7.954376576	3.902021206	0	0	0	3.103222427	4.565696186	7.112085994	0
GTF2E1	2.549023386	15.72550588	9.543218173	6.313183977	0	1.988594144	2.341212723	6.801310119	15.90103531	0	6.82708934	1.956726937	4.741390663	0
GTF2E2	10.19609354	1.048367059	0	2.805859545	0	0	2.341212723	38.54075734	0	1.809391195	1.241288971	8.479150059	3.160927109	10.07464782
GTF2F1	8.77996944	15.72550588	17.35130577	8.417578636	0.837594509	9.94297072	0	0	23.85155296	7.237564779	2.172255699	18.26278474	19.75579443	12.31345845
GTF2F2	1.416124103	12.5804047	12.14591404	6.313183977	5.863161562	11.93156486	25.75333996	11.33551687	0	0	4.034189156	0	0	0
