GeneID	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	PD_1	PD_2	PD_3	PD_4	PD_5	PD_6	PD_7	PD_8
5_8S_rRNA	3.965147489	0	0	6.313183977	0	43.74907117	1.560808482	15.86972361	0	12.66573836	0	1.304484624	0.790231777	0
5S_rRNA	6.514170875	0	0	0	4.187972544	0	0.780404241	0	0	0	1.861933456	0	0	0
A1BG	0.283224821	0	5.205391731	0	0	0	0	0	0	0	0.930966728	0	0	3.35821594
A1BG-AS1	0	8.386936469	2.602695865	0	0	0	7.02363817	0	0	0	3.103222427	0	0	0
A1CF	0	0	0	0	0	0	7.02363817	0	15.90103531	0	0	0	6.321854217	12.31345845
A2M	51.54691736	96.44976939	183.9238412	197.1116331	289.8077	159.0875315	119.4018489	81.61572143	18.55120786	92.27895093	123.5082526	160.4516088	126.4370843	101.8658835
A2M-AS1	5.664496413	5.241835293	0	0	0	0	5.462829688	27.20524048	0	5.428173584	4.344511398	2.608969249	0	0
A2ML1	4.24837231	11.53203764	5.205391731	2.104394659	0	0	0	0	47.70310592	3.618782389	9.619989525	1.956726937	0	15.67167439
A4GALT	2.549023386	2.096734117	5.205391731	0.701464886	0	0	3.902021206	0	0	1.809391195	4.034189156	2.608969249	0	0
AAAS	0	13.62877176	6.072957019	9.820508408	15.07670116	7.954376576	8.584446653	0	0	0	8.378700554	2.608969249	27.6581122	16.7910797
AACS	17.27671406	12.5804047	0	6.313183977	12.56391763	0	7.804042411	20.40393036	0	0	11.79224522	24.78520787	30.02880753	0
AADAT	0	0	1.735130577	7.71611375	0	0	0	13.60262024	0	0	2.482577942	6.522423122	3.160927109	0
AAGAB	12.46189211	18.87060706	0	5.611719091	19.2646737	41.76047702	35.11819085	0	0	3.618782389	9.309667282	7.174665435	20.54602621	3.35821594
AAK1	171.3510165	156.2066917	77.21331067	96.80215431	148.2542281	85.50954819	166.2261034	72.54730794	76.85500398	128.4667748	121.3359969	175.453182	147.7733423	87.31361443
AAMDC	0.283224821	0	1.735130577	0	0	0	0	0	0	0	4.654833641	3.261211561	0	8.955242506
AAMP	12.46189211	5.241835293	4.337826442	4.208789318	7.538350579	27.84031802	10.92565938	6.801310119	29.15189806	30.75965031	4.654833641	3.913453873	14.22417199	14.55226907
AAR2	3.115473027	0	6.940522308	2.104394659	18.42707919	0	0	0	31.80207061	14.47512956	9.619989525	14.34933087	3.160927109	30.22394346
AARS1	24.92378422	32.49937882	37.3053074	36.47617409	29.31580781	57.66923018	79.6012326	97.48544504	37.10241572	54.28173584	46.23801417	77.61683516	59.26738328	63.80610285
AARS2	0	0	0	1.402929773	0	23.86312973	0	15.86972361	21.20138041	0	1.861933456	7.826907747	7.112085994	0
AASDH	7.080620516	0	14.7486099	8.417578636	11.72632312	13.92015901	11.70606362	22.67103373	23.85155296	0	4.344511398	13.69708856	13.43394021	17.91048501
AASDHPPT	27.4728076	12.5804047	15.61617519	11.22343818	30.99099683	15.90875315	27.31414844	56.67758433	0	16.28452075	13.34385644	19.56726937	12.64370843	15.67167439
AASS	50.6972429	19.91897411	62.46470077	69.44502375	35.17896937	27.84031802	21.85131875	9.068413492	7.950517653	66.9474742	23.27416821	35.87332717	9.482781326	16.7910797
AATK	133.9653402	71.28895999	115.3861834	96.80215431	56.11883209	174.9962847	156.8612525	47.60917083	188.1622511	106.7540805	62.99541528	40.43902336	66.37946928	61.56729223
ABAT	95.72998938	120.5622117	94.56461644	103.1153383	174.2196578	69.60079504	96.7701259	70.28020456	42.40276082	92.27895093	102.0960179	91.96616603	91.66688615	90.67183037
ABCA1	44.46629684	46.12815058	90.22679	42.08789318	35.17896937	43.74907117	47.60465871	34.0065506	45.05293337	43.42538867	49.3412366	51.52714267	74.28178705	40.29859128
ABCA10	8.213519799	1.048367059	19.08643635	0	22.61505174	15.90875315	2.341212723	0	2.650172551	0	3.723866913	13.04484624	9.482781326	10.07464782
ABCA11P	2.549023386	0	0	2.104394659	0	0	0	0	0	14.47512956	6.206444855	0	0	0
ABCA13	1.982573745	0	0	0	4.187972544	0	7.804042411	18.13682698	7.950517653	0	1.551611214	2.608969249	4.741390663	4.477621253
ABCA17P	1.699348924	0	0	0	0.837594509	0	0	0	0	0	1.861933456	7.174665435	0	0
ABCA2	405.0114935	297.7362446	405.1529897	288.3020683	247.9279746	477.2625946	223.195613	306.0589554	490.281922	448.7290163	337.9409224	247.8520787	93.2473497	269.7766805
ABCA3	18.69283816	35.64447999	46.84852558	24.55127102	10.88872861	0	53.84789264	0	50.35327847	9.046955973	29.7909353	28.04641943	36.35066175	38.05978065
ABCA4	0.566449641	0	1.735130577	0	0.837594509	1.988594144	6.243233929	6.801310119	50.35327847	0	0.930966728	0	0	15.67167439
ABCA5	38.80180043	51.36998587	43.37826442	32.26738477	7.538350579	9.94297072	67.11476474	0	31.80207061	30.75965031	32.58383549	30.65538868	19.75579443	4.477621253
ABCA6	18.40961334	8.386936469	42.51069913	44.89375272	18.42707919	35.79469459	14.04727634	52.14337758	26.50172551	52.47234465	37.85931362	24.13296555	1.580463554	53.73145504
ABCA7	5.098046772	0	3.470261154	2.805859545	10.88872861	0	1.560808482	13.60262024	0	5.428173584	5.896122612	10.435877	0	0
ABCA8	67.97395696	33.54774588	64.19983135	91.19043522	64.49477718	47.72625946	60.09112657	74.81441131	66.25431378	34.3784327	92.1657061	46.96144648	9.482781326	49.25383378
ABCA9	14.44446585	0	29.49721981	4.910254204	23.45264625	0	24.97293572	0	13.25086276	0	8.689022797	24.78520787	4.741390663	32.46275408
ABCB1	20.10896227	16.77387294	13.88104462	32.26738477	19.2646737	21.87453558	12.48646786	0	18.55120786	0	10.55095625	37.83005411	4.741390663	34.70156471
ABCB10	6.230946055	0	5.205391731	6.313183977	0	0	8.584446653	0	10.6006902	0	5.896122612	7.826907747	8.692549548	0
ABCB4	3.965147489	0	0	2.104394659	0	15.90875315	14.82768058	0	0	0	0	0	4.741390663	0
ABCB5	0.283224821	3.145101176	0	0	0	0	0	11.33551687	13.25086276	0	0	0	0	8.955242506
ABCB6	3.681922669	11.53203764	4.337826442	4.208789318	0	0	0	0	0	0	3.103222427	9.131392371	11.85347666	0
ABCB7	9.346419082	1.048367059	7.808087596	2.104394659	16.75189018	0	7.02363817	2.267103373	7.950517653	9.046955973	7.137411583	7.174665435	12.64370843	11.19405313
ABCB8	16.99348924	23.06407529	1.735130577	15.4322275	19.2646737	25.85172387	19.51010603	0	18.55120786	59.70990942	17.37804559	17.61054243	21.33625798	39.17918596
ABCB9	15.57736514	3.145101176	0	4.910254204	2.512783526	0	17.94929755	0	7.950517653	0	7.447733826	6.522423122	0	0
ABCC1	1.699348924	6.290202352	2.602695865	0	0	0	0	6.801310119	15.90103531	0	0.930966728	1.956726937	0	0
ABCC10	3.965147489	9.435303528	0	7.014648863	21.77745723	0	0.780404241	0	7.950517653	0	8.068378311	9.131392371	4.741390663	0
ABCC12	0	0	0	0	0	17.8973473	0	0	18.55120786	9.046955973	0	1.304484624	0	0
ABCC2	2.549023386	0	0	0	0	0	0.780404241	18.13682698	2.650172551	1.809391195	1.551611214	1.956726937	7.112085994	24.62691689
ABCC3	5.098046772	0	0	0	0	0	9.364850894	34.0065506	60.95396868	0	0.310322243	0	2.370695331	29.10453814
ABCC4	13.59479139	13.62877176	13.01347933	17.53662216	30.15340232	0	22.63172299	0	29.15189806	1.809391195	3.103222427	26.7419348	30.02880753	21.26870095
ABCC5	37.10245151	42.9830494	0	28.05859545	22.61505174	39.77188288	21.85131875	43.07496409	34.45224316	83.23199496	33.51480222	42.3957503	46.62367485	4.477621253
ABCC8	9.346419082	12.5804047	4.337826442	5.611719091	2.512783526	5.965782432	7.02363817	0	15.90103531	0	8.068378311	3.913453873	7.112085994	0
ABCC9	14.16124103	15.72550588	28.62965452	13.32783284	19.2646737	7.954376576	24.97293572	0	2.650172551	0	10.24063401	19.56726937	12.64370843	2.238810626
ABCD1	1.699348924	0	0	3.507324432	2.512783526	0	1.560808482	0	0	16.28452075	4.034189156	0.652242312	3.160927109	0
ABCD2	10.19609354	3.145101176	0	1.402929773	4.187972544	0	11.70606362	0	23.85155296	14.47512956	5.275478127	9.783634684	0	5.597026566
ABCD3	15.57736514	53.46671999	6.072957019	37.17763897	24.29024076	0	22.63172299	24.9381371	0	9.046955973	21.72255699	16.30605781	24.49718509	21.26870095
ABCD4	3.965147489	29.35427764	14.7486099	27.35713057	30.15340232	0	24.19253148	11.33551687	15.90103531	25.33147673	28.54964633	46.96144648	26.07764865	7.835837193
ABCE1	15.57736514	20.96734117	14.7486099	33.67031454	39.36694191	35.79469459	14.82768058	6.801310119	13.25086276	41.61599748	25.13610166	24.78520787	19.75579443	13.43286376
ABCF2	1.982573745	5.241835293	0	3.507324432	5.025567053	0	0	0	13.25086276	14.47512956	3.41354467	11.74036162	0	0
ABCF3	9.912868723	1.048367059	15.61617519	4.910254204	1.675189018	13.92015901	13.2668721	0	0	0	6.516767098	8.479150059	1.580463554	8.955242506
ABCG1	1.699348924	5.241835293	17.35130577	12.62636795	0	0	9.364850894	20.40393036	31.80207061	9.046955973	21.41223475	7.826907747	17.3850991	6.716431879
ABCG2	18.69283816	25.16080941	58.99443962	56.81865579	38.52934741	45.73766531	39.02021206	13.60262024	15.90103531	47.04417106	29.17029082	35.87332717	10.2730131	42.5374019
ABCG4	5.947721234	7.33856941	0	0	0	0	8.584446653	6.801310119	50.35327847	12.66573836	11.79224522	1.304484624	0	30.22394346
ABHD1	4.24837231	0	0	0	0	0	0	0	7.950517653	0	0	1.304484624	0	21.26870095
ABHD10	4.814821951	6.290202352	5.205391731	3.507324432	5.863161562	11.93156486	4.682425447	11.33551687	0	9.046955973	10.24063401	9.783634684	3.160927109	8.955242506
ABHD12	20.95863673	13.62877176	19.95400163	29.46152523	31.82859133	13.92015901	42.14182902	9.068413492	71.55465888	86.85077734	25.44642391	23.48072324	25.28741687	17.91048501
ABHD12B	3.115473027	0	0	0	16.75189018	9.94297072	3.902021206	0	0	27.14086792	0.620644485	3.913453873	0	0
ABHD13	14.16124103	7.33856941	8.675652885	16.83515727	2.512783526	9.94297072	13.2668721	0	0	3.618782389	8.99934504	22.82848093	8.692549548	6.716431879
ABHD14A	0	0	0	0	7.538350579	0	0	0	0	0	1.241288971	1.956726937	5.53162244	0
ABHD14B	14.16124103	3.145101176	11.27834875	2.805859545	0	11.93156486	0	0	23.85155296	16.28452075	1.241288971	3.913453873	0	0
ABHD15	1.699348924	0	5.205391731	1.402929773	0	3.977188288	0	0	0	0	0	5.217938498	11.06324488	0
ABHD17A	28.32248207	9.435303528	11.27834875	10.52197329	35.17896937	0	19.51010603	0	60.95396868	0	16.44707887	13.04484624	0	44.77621253
ABHD17B	11.61221765	10.48367059	10.41078346	44.19228784	15.91429567	17.8973473	10.14525513	47.60917083	7.950517653	66.9474742	19.23997905	20.21951168	16.59486732	0
ABHD17C	11.32899283	17.82224	1.735130577	0.701464886	13.40151214	9.94297072	0	0	21.20138041	14.47512956	6.206444855	8.479150059	0	1.119405313
ABHD18	16.4270396	14.67713882	4.337826442	7.71611375	8.375945088	0	25.75333996	0	31.80207061	7.237564779	8.689022797	20.87175399	15.80463554	21.26870095
ABHD2	60.61011162	39.83794823	74.61061481	90.48897034	131.5023379	17.8973473	61.65193505	29.47234385	37.10241572	63.32869181	90.30377264	53.4838696	124.8566208	77.23896661
ABHD3	4.814821951	3.145101176	6.940522308	0	1.675189018	0	10.14525513	13.60262024	0	27.14086792	12.41288971	9.783634684	26.07764865	34.70156471
ABHD4	1.982573745	18.87060706	9.543218173	14.73076261	10.05113411	17.8973473	10.14525513	0	5.300345102	5.428173584	20.17094578	9.783634684	11.06324488	21.26870095
ABHD5	29.73860617	16.77387294	9.543218173	14.73076261	29.31580781	53.69204189	24.97293572	13.60262024	0	0	23.58449045	16.95830012	13.43394021	0
ABHD6	13.87801621	22.01570823	2.602695865	16.83515727	15.07670116	41.76047702	19.51010603	36.27365397	0	16.28452075	15.20578989	16.30605781	15.01440377	7.835837193
ABHD8	6.514170875	7.33856941	0	0	7.538350579	0	6.243233929	0	13.25086276	50.66295345	0.620644485	3.913453873	3.160927109	10.07464782
ABI1	26.62313314	22.01570823	19.08643635	21.04394659	15.91429567	33.80610045	43.7026375	20.40393036	0	9.046955973	23.27416821	30.65538868	25.28741687	11.19405313
ABI2	151.8085039	113.2236423	98.0348776	66.6391642	97.16096302	43.74907117	120.1822531	88.41703155	127.2082825	128.4667748	84.71797227	90.00943909	120.9054619	116.4181526
ABI3	4.531597131	0	0	8.417578636	16.75189018	7.954376576	8.584446653	2.267103373	0	7.237564779	3.103222427	3.913453873	4.741390663	0
ABI3BP	16.4270396	14.67713882	8.675652885	11.92490307	3.350378035	19.88594144	0.780404241	9.068413492	23.85155296	0	4.034189156	6.522423122	9.482781326	20.14929564
ABITRAM	1.982573745	4.193468234	6.072957019	14.02929773	13.40151214	0	10.14525513	0	0	0	5.275478127	1.956726937	1.580463554	0
ABL1	40.78437418	63.95039058	58.99443962	35.7747092	36.85415839	43.74907117	24.97293572	83.8828248	60.95396868	57.90051823	28.23932409	22.17623862	21.33625798	73.88075067
ABL2	55.79528967	36.69284705	26.89452394	46.99814738	61.98199365	31.8175063	50.72627567	15.86972361	21.20138041	113.9916453	36.61802464	43.70023492	73.49155527	81.71658787
ABLIM1	155.7736514	139.4328188	141.413142	70.84795352	113.9128532	85.50954819	67.89516898	90.68413492	108.6570746	39.80660628	100.2340844	104.35877	52.15529729	155.5973385
ABLIM2	7.080620516	10.48367059	6.072957019	0	18.42707919	0	19.51010603	9.068413492	18.55120786	19.90330314	12.10256747	13.69708856	25.28741687	0
ABLIM3	13.59479139	44.03141646	43.37826442	21.04394659	9.213539597	5.965782432	7.02363817	4.534206746	31.80207061	39.80660628	5.275478127	24.78520787	10.2730131	1.119405313
ABO	0	4.193468234	6.072957019	0.701464886	0	0	0	0	0	0	1.551611214	0	0	0
ABR	0	0	4.337826442	0	1.675189018	9.94297072	0	0	0	3.618782389	2.792900185	0	0	13.43286376
ABRACL	1.416124103	0	0	0	0	0	7.804042411	0	0	0	0.310322243	0	5.53162244	0
ABRAXAS1	13.87801621	8.386936469	2.602695865	2.805859545	7.538350579	0	2.341212723	0	10.6006902	0	4.034189156	2.608969249	2.370695331	0
ABRAXAS2	3.965147489	2.096734117	4.337826442	6.313183977	18.42707919	0	0	0	18.55120786	3.618782389	3.723866913	8.479150059	8.692549548	0
ABT1	1.699348924	3.145101176	6.940522308	1.402929773	4.187972544	0	8.584446653	0	0	0	2.792900185	1.956726937	0	0
ABTB1	7.647070158	3.145101176	0	7.71611375	8.375945088	17.8973473	0	0	7.950517653	7.237564779	10.8612785	16.95830012	0.790231777	2.238810626
ABTB2	16.14381478	13.62877176	21.68913221	7.014648863	5.025567053	3.977188288	3.121616965	2.267103373	15.90103531	19.90330314	12.10256747	21.5239963	5.53162244	25.7463222
AC000082.1	0.849674462	0	3.470261154	0	0	15.90875315	0	24.9381371	5.300345102	0	2.792900185	0	0	5.597026566
AC000120.1	1.982573745	0	6.940522308	0	0	0	7.804042411	13.60262024	0	0	2.792900185	1.304484624	0	0
AC000123.3	25.49023386	19.91897411	13.01347933	32.26738477	5.863161562	0	13.2668721	0	7.950517653	0	21.10191251	19.56726937	16.59486732	24.62691689
AC001226.2	2.832248207	0	0	3.507324432	0	0	0	9.068413492	0	0	2.482577942	0	0	0
AC002310.1	2.265798565	0	4.337826442	1.402929773	0	1.988594144	4.682425447	0	5.300345102	0	8.689022797	1.304484624	5.53162244	0
AC002451.1	1.416124103	0	0	7.014648863	0	0	0	0	18.55120786	0	0	0	3.951158886	0
AC002460.2	2.832248207	0	0	0.701464886	20.93986272	0	0	13.60262024	0	0	0.620644485	0.652242312	0	0
AC002480.1	0	4.193468234	0	2.104394659	7.538350579	0	5.462829688	0	0	0	0.620644485	1.304484624	0	0
AC002480.2	0	0	4.337826442	3.507324432	3.350378035	0	0	0	0	0	0.310322243	1.956726937	0	0
AC002553.1	2.265798565	0	2.602695865	4.910254204	0	0	0	0	0	0	0.930966728	3.913453873	0	0
AC002558.1	0	0	3.470261154	0.701464886	0	0	0	0	0	0	0.930966728	5.217938498	0	0
AC002558.3	7.930294978	10.48367059	0	4.208789318	0	0	10.92565938	0	0	10.85634717	8.068378311	16.30605781	0	7.835837193
AC003043.2	2.832248207	0	0	0	0	0	0	0	13.25086276	0	0	2.608969249	0	13.43286376
AC003080.1	2.549023386	0	0	2.805859545	0	0	0	0	5.300345102	9.046955973	0.620644485	1.304484624	5.53162244	11.19405313
AC003102.1	4.814821951	0	0	9.820508408	0	25.85172387	3.902021206	0	13.25086276	23.52208553	3.103222427	0	5.53162244	4.477621253
AC003659.1	16.4270396	4.193468234	15.61617519	0.701464886	0	0	1.560808482	0	0	0	2.482577942	0	0	0
AC003681.1	5.381271593	5.241835293	0	1.402929773	0	3.977188288	0	6.801310119	39.75258827	12.66573836	0	5.217938498	0	7.835837193
AC003991.1	0	0	0	0	0	0	0	0	2.650172551	0	3.103222427	10.435877	13.43394021	3.35821594
AC004076.2	0	11.53203764	5.205391731	0	3.350378035	0	2.341212723	0	0	0	0.930966728	5.217938498	7.112085994	0
AC004083.1	0	2.096734117	0	2.104394659	0	5.965782432	0	0	0	0	0	5.217938498	0	5.597026566
AC004130.1	2.832248207	2.096734117	0	0	0	0	0	0	0	0	0.620644485	1.956726937	0	0
AC004158.1	26.62313314	41.93468234	14.7486099	23.84980613	6.70075607	9.94297072	14.04727634	15.86972361	21.20138041	1.809391195	7.447733826	13.04484624	4.741390663	7.835837193
AC004160.1	0	0	0	0	0	0	3.121616965	0	15.90103531	5.428173584	1.551611214	0	0	22.38810626
AC004223.2	9.346419082	48.2248847	5.205391731	0.701464886	0	61.64641846	41.36142478	15.86972361	13.25086276	21.71269434	11.48192298	7.174665435	0	5.597026566
AC004233.2	1.416124103	4.193468234	0	0	0	0	0	0	0	0	3.41354467	2.608969249	0	0
AC004241.1	0	4.193468234	2.602695865	0	0	0	0	0	0	0	1.241288971	0.652242312	3.160927109	23.50751158
AC004241.5	7.647070158	0	0	0	1.675189018	5.965782432	0	0	0	0	0	0	0.790231777	0
AC004491.1	6.230946055	0	0	11.92490307	6.70075607	0	5.462829688	0	26.50172551	10.85634717	3.41354467	2.608969249	9.482781326	1.119405313
AC004494.1	6.230946055	2.096734117	0.867565288	0	5.025567053	0	0	0	0	0	3.103222427	0	0	0
AC004540.1	5.098046772	0	2.602695865	0	2.512783526	0	12.48646786	4.534206746	0	5.428173584	4.034189156	1.304484624	0	16.7910797
AC004540.2	1.699348924	0	0	1.402929773	10.88872861	0	0	11.33551687	0	0	0.620644485	1.956726937	0	0
AC004584.3	1.699348924	4.193468234	2.602695865	7.014648863	0	0	0.780404241	0	15.90103531	0	1.551611214	5.87018081	0	0
AC004593.1	1.132899283	0	0	1.402929773	0	0	0	0	0	0	0	4.565696186	0	16.7910797
AC004672.2	0	3.145101176	0	0	2.512783526	0	0	15.86972361	0	0	0.930966728	0	0	0
AC004678.1	1.699348924	0	3.470261154	4.208789318	4.187972544	0	0	0	0	27.14086792	0.620644485	0	0	0
AC004678.2	0	0	0.867565288	0	0	0	0	11.33551687	0	7.237564779	2.172255699	4.565696186	0.790231777	0
AC004687.1	0.566449641	0	0	0	14.23910665	0	2.341212723	0	2.650172551	0	0	0	3.160927109	0
AC004687.3	2.265798565	0	0	0	0	0	7.02363817	0	2.650172551	0	0	0	0	5.597026566
AC004690.2	6.797395696	13.62877176	8.675652885	0.701464886	0	3.977188288	0	18.13682698	0	0	2.482577942	0	0	0
AC004706.3	3.965147489	10.48367059	0	0	0	0	2.341212723	0	21.20138041	0	1.551611214	3.913453873	6.321854217	0
AC004803.1	0	0	1.735130577	2.805859545	5.863161562	0	0	9.068413492	0	0	1.551611214	2.608969249	0	0
AC004812.2	0	0	0	0	5.863161562	0	0	0	0	3.618782389	0.620644485	1.956726937	6.321854217	0
AC004816.1	0	0	0	0	0	0	0	22.67103373	7.950517653	0	0.620644485	5.217938498	0	0
AC004832.4	4.24837231	1.048367059	0	0	0	0	0	0	0	0	2.482577942	2.608969249	0	0
AC004834.1	7.930294978	3.145101176	1.735130577	4.910254204	0	0	0	0	13.25086276	0	0	0	0	0
AC004877.2	5.947721234	0	0	4.208789318	0	0	4.682425447	13.60262024	0	0	0	1.956726937	3.951158886	0
AC004890.2	1.416124103	6.290202352	0.867565288	0	0	0	0	0	0	0	5.585800369	0	0	0
AC004908.2	0	4.193468234	0	5.611719091	0	0	0	0	0	0	0.310322243	0	6.321854217	0
AC004925.1	13.59479139	6.290202352	0	19.64101682	0	9.94297072	0	13.60262024	15.90103531	21.71269434	3.103222427	9.131392371	11.06324488	10.07464782
AC004943.2	7.930294978	6.290202352	18.21887106	10.52197329	22.61505174	3.977188288	0	4.534206746	21.20138041	16.28452075	4.965155884	0	5.53162244	2.238810626
AC004947.2	1.699348924	3.145101176	1.735130577	5.611719091	0	0	4.682425447	0	0	0	0	6.522423122	0	0
AC004951.2	0	0	0	0.701464886	6.70075607	0	4.682425447	0	0	0	0	4.565696186	0	0
AC004967.2	0	0	0	2.104394659	3.350378035	0	0	11.33551687	0	0	0	0	0	29.10453814
AC005005.4	2.549023386	0	0	0	8.375945088	0	0	0	0	0	0	1.956726937	0	11.19405313
AC005041.1	0	0	0	0	0	3.977188288	7.02363817	2.267103373	0	0	0	0	0	12.31345845
AC005070.3	7.080620516	5.241835293	8.675652885	6.313183977	0	0	6.243233929	9.068413492	0	12.66573836	6.206444855	15.65381549	0	0
AC005072.1	0	4.193468234	6.072957019	0.701464886	0	0	0	0	0	27.14086792	5.585800369	0	2.370695331	0
AC005089.1	5.098046772	0	0	0.701464886	0	0	13.2668721	0	0	1.809391195	0	11.74036162	0	0
AC005154.2	2.549023386	0	5.205391731	0	0	0	2.341212723	0	7.950517653	0	0.620644485	0	4.741390663	0
AC005162.2	14.44446585	8.386936469	2.602695865	0	5.863161562	3.977188288	0	20.40393036	0	0	3.103222427	2.608969249	0	0
AC005165.1	3.115473027	0	0	0	1.675189018	0	9.364850894	0	5.300345102	16.28452075	1.551611214	0	4.741390663	0
AC005225.2	2.549023386	2.096734117	0	2.805859545	0	0	0	15.86972361	0	9.046955973	3.41354467	0.652242312	0	0
AC005261.1	46.44887059	61.85365646	57.25930904	42.08789318	72.03312776	43.74907117	62.43233929	90.68413492	34.45224316	68.7568654	89.68312815	48.26593111	64.79900572	80.59718255
AC005329.1	2.832248207	0	0	0	20.10226821	0	10.92565938	29.47234385	0	0	2.792900185	0	0.790231777	19.02989032
AC005329.3	0	7.33856941	3.470261154	3.507324432	0	1.988594144	0	0	21.20138041	0	0	0	0	16.7910797
AC005332.1	0	0	0	0	0	0	0	0	5.300345102	14.47512956	0	0	4.741390663	15.67167439
AC005332.2	2.265798565	0	0	0	0	0	0	0	7.950517653	0	5.896122612	0	0.790231777	0
AC005332.3	0	0	6.940522308	3.507324432	0	0	3.121616965	0	0	37.99721509	10.55095625	4.565696186	2.370695331	0
AC005332.4	14.16124103	14.67713882	2.602695865	2.805859545	0	0	0	13.60262024	0	43.42538867	1.861933456	5.87018081	4.741390663	22.38810626
AC005332.5	12.17866729	5.241835293	4.337826442	4.910254204	17.58948469	19.88594144	7.804042411	2.267103373	0	19.90330314	4.654833641	9.131392371	3.951158886	20.14929564
AC005332.6	36.25277704	50.32161881	61.59713548	36.47617409	41.87972544	75.56657747	30.4357654	24.9381371	26.50172551	19.90330314	41.58318053	11.74036162	45.83344307	67.16431879
AC005336.1	6.514170875	6.290202352	7.808087596	1.402929773	5.025567053	0	0	0	0	0	1.241288971	5.217938498	0	0
AC005480.1	1.416124103	0	0	2.104394659	0	0	8.584446653	0	0	0	0	0	0.790231777	0
AC005498.3	5.947721234	0	2.602695865	0	0	0	0	0	0	0	1.861933456	1.304484624	0	0
AC005518.1	4.814821951	8.386936469	7.808087596	0	5.863161562	0	1.560808482	0	0	23.52208553	6.82708934	7.174665435	3.951158886	3.35821594
AC005519.1	2.265798565	0	0	2.104394659	0	11.93156486	0	0	5.300345102	7.237564779	2.172255699	1.304484624	0	0
AC005532.1	0	0	0	0	0	0	1.560808482	22.67103373	0	0	2.172255699	7.826907747	0	0
AC005609.5	0	0	0	0	0	0	21.85131875	0	0	0	1.241288971	0	1.580463554	3.35821594
AC005618.1	0	0	0	0	0	0	0	0	0	5.428173584	0.310322243	1.956726937	1.580463554	10.07464782
AC005670.3	33.13730402	68.14385881	39.04043798	33.67031454	77.05869481	31.8175063	8.584446653	20.40393036	5.300345102	59.70990942	40.96253604	23.48072324	44.25297952	14.55226907
AC005674.1	3.398697848	0	0	0	0	9.94297072	3.902021206	0	0	0	1.861933456	3.261211561	0	25.7463222
AC005696.1	3.398697848	0	0	0	1.675189018	0	0	0	0	0	1.551611214	0	3.951158886	7.835837193
AC005696.4	0	14.67713882	0	0.701464886	8.375945088	0	16.38848906	0	21.20138041	9.046955973	1.861933456	5.87018081	1.580463554	0
AC005730.3	2.265798565	0	0	6.313183977	0	0	0	0	0	0	0.310322243	1.956726937	6.321854217	0
AC005740.5	1.699348924	0	0	2.805859545	10.88872861	0	2.341212723	0	0	0	1.861933456	2.608969249	0	0
AC005753.3	4.24837231	0	18.21887106	13.32783284	0	1.988594144	0	0	0	16.28452075	0.310322243	0	5.53162244	0
AC005785.2	0	4.193468234	0.867565288	0	0	0	1.560808482	11.33551687	0	7.237564779	2.482577942	3.913453873	0	0
AC005821.1	0	5.241835293	0.867565288	0	0	0	0	0	0	9.046955973	1.861933456	0	0	0
AC005838.2	0	1.048367059	0	7.014648863	2.512783526	0	1.560808482	0	0	0	0.930966728	0	0	0
AC005839.1	5.664496413	7.33856941	0.867565288	5.611719091	0	0	3.121616965	0	2.650172551	3.618782389	8.068378311	12.39260393	7.112085994	0
AC005865.1	0	0	1.735130577	0	0	0	0	13.60262024	2.650172551	0	1.861933456	0	0	3.35821594
AC005899.1	3.115473027	0	3.470261154	4.208789318	5.863161562	0	0	0	0	0	3.723866913	1.956726937	0	0
AC005899.5	1.416124103	1.048367059	0	0.701464886	0	0	3.121616965	0	0	9.046955973	1.241288971	8.479150059	3.951158886	0
AC005899.6	5.381271593	0	0	0	0.837594509	0	0	0	2.650172551	0	0.620644485	0	0	0
AC005899.7	0	7.33856941	6.940522308	6.313183977	3.350378035	0	1.560808482	0	0	14.47512956	3.41354467	1.304484624	0	0
AC005906.2	3.398697848	0	2.602695865	0	0	0	0	0	10.6006902	0	4.965155884	2.608969249	0	7.835837193
AC005912.2	1.416124103	0	0	0	0	0	0	0	0	0	1.551611214	3.261211561	3.951158886	0
AC005921.3	8.213519799	10.48367059	5.205391731	0.701464886	3.350378035	13.92015901	0	31.73944722	5.300345102	3.618782389	6.82708934	4.565696186	3.160927109	1.119405313
AC006001.2	18.12638852	20.96734117	0.867565288	24.55127102	6.70075607	9.94297072	4.682425447	0	5.300345102	1.809391195	3.41354467	4.565696186	5.53162244	0
AC006001.3	37.38567633	55.56345411	43.37826442	49.80400693	8.375945088	35.79469459	34.33778661	4.534206746	37.10241572	14.47512956	29.7909353	33.91660024	34.77019819	76.1195613
AC006058.1	23.50766011	9.435303528	0	11.92490307	10.88872861	0	7.804042411	0	7.950517653	14.47512956	15.51611214	29.35090405	18.96556265	2.238810626
AC006059.1	7.080620516	3.145101176	14.7486099	7.71611375	0	0	2.341212723	0	0	0	5.896122612	3.261211561	0	0
AC006064.4	3.115473027	0	0	2.104394659	1.675189018	0	1.560808482	0	5.300345102	0	0.310322243	0	0	2.238810626
AC006112.1	6.230946055	5.241835293	4.337826442	8.417578636	15.07670116	0	2.341212723	0	0	0	1.551611214	16.95830012	0	0
